SMILE A,SMILE B
[*]OC1=C(C([*])=CC=C1C)C,O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*]
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]CCCC(C(O)=O)[*]
COC(C(C[*])([*])C)=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,CC(O[*])CC([*])=O
[*]CC(OC(O[*])=O)C,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
[*]CC=CCCC(C1=CC=CC=C1)[*],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,[*]C/C=C\CCC(C=C)[*]
C[Si](O[*])(C)[*],[*]C(C(CCCCN[*])N)=O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CCCC(C(O)=O)[*]
[*]CC[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O
[*]CC=CCCC(C#N)[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*]
[*]CCN[*],[*]CC([*])Cl
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OC1=C(C([*])=CC=C1C)C
[*]O[C@H](C)CC([*])=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C/C=C(C[*])\Cl
O=C(O[*])CCCCCCCCCCN[*],[*]C(OCCCO[*])=O
[*]CC(CC(C#N)[*])C1=CC=CC=C1,CCCCCCC1=C(SC([*])=C1)[*]
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CC1=CC=C(C(Cl)=C1)C[*]
O=C([*])CCCCCO[*],[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
O=C(O)C([*])C[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C
[*]CCCC([*])C(OC)=O,[*]C(OCCCO[*])=O
O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[*]CNCC1=CC=CC([*])=C1O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C1C([*])C(CC[*])C(O1)=O
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(C(OC(O[*])C=O)CO)C=O
C[Si](C)(C[*])O[*],[*]C(C(CCCC[NH3+])N[*])=O
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
C[Si](C)(C[*])O[*],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(O[*])CCCCCCCCCCN[*]
[*]CC([*])CC,[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
[*]CC([*])N1CCCC1=O,O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*]
[*]C(CCCCC(OCCCCO[*])=O)=O,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,O=C(O[*])CCCCCCCCCCN[*]
O=C1C([*])C(CC[*])C(O1)=O,CC(O[*])CC([*])=O
[*]NC(C(O)=O)CCC([*])=O,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CCC(CCCC(CCCC(C[*])C)C)C
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],OC1C(OC(C(C1O)O)[*])CO[*]
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C(OC(CO[*])=O)C)=O
O=C([*])CCCCCN[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
[*]C(C(O[*])C)=O,[*]CCCC[*]
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]CC1=CC=C(C(Cl)=C1)C[*]
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,CC(C=C([*])C=C1C)=C1O[*]
[*]NC(C(O)=O)CCC([*])=O,O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
O=C(C(C[*])[*])N,[*]NC(CCC([*])=O)C(O)=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]CNCC1=CC=CC([*])=C1O
C/C(C[*])=C/C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O
COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]CCCC([*])C(OC)=O,[*]C(C(OC(O[*])C=O)CO)C=O
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]CC(C#N)[*],CC(O[*])CC([*])=O
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NCCCCCCCCCCCC([*])=O
[*]C(C)(C(OCCN(C)C)=O)C[*],O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
C[Si](O[*])(C)[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
[*]CCC(CCCCCC)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*]
[*]OCC[*],[*]CCC(CCCC(CCCC(C[*])C)C)C
[*]CCCCO[*],[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
O=C(C(C[*])[*])N,OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO
O=C(N)C([*])C[*],OC(C([*])C[*])=O
COC(C(C[*])([*])C)=O,[*]C1=C(C(C[*])=CC=C1)O
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2
O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H]
[*]C(F)(C(F)([*])F)F,[*]CCCC[*]
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CCC1C([*])C2CCC1C2
[*]C(OCCCO[*])=O,[*]C(C(CCCCN[*])N)=O
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,CC(CC(C(C(O1)=O)CC1=O)[*])C[*]
O=C(C(C[*])[*])N,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]OCC[*],[*]O[C@H](C)CC([*])=O
CC(CO[*])[*],[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
[*]CCC(CCCCCC)C[*],O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
[*]C(F)(C(F)([*])F)F,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O
[*]CC(OC(O[*])=O)C,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]CCCCOCCCCOCCCCOCCCCO[*],[*]C(C(CCCCN[*])N)=O
[*]CC[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O
[*]OCC[*],[*]OCCCCOC(CCC([*])=O)=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]CCN[*],[*]CC(C1=CC=CC=C1)C/C=C/C[*]
[*]CC[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C
[*]CC([*])N1CCCC1=O,OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
[*]CC[*],[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
[*]CC(C1=CC=CC=C1)[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]CCC1C([*])C2CCC1C2
[*]C(C=C1)=CC=C1S[*],[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
[*]CC(C)(C(OCCO)=O)[*],[*]CC([*])N1CCCC1=O
O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*]
O=C(C(C[*])[*])N,[*]OC(CC(OC(CC([*])=O)CC)=O)C
[*]CC(C)(C(OCCO)=O)[*],[*]CNCC1=CC=CC([*])=C1O
[*]C1=C(C(C[*])=CC=C1)O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]CNCC1=CC=CC([*])=C1O,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
C/C(C[*])=C/C[*],O=C([*])CCCCC(NCCCCN[*])=O
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C([*])CCCCCN[*]
[*]CC([*])Cl,[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO
O=C(N)C([*])C[*],C[Si](C)(C[*])O[*]
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O
[*]C(CCCCCO[*])=O,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]C(C=C1)=CC=C1S[*]
O=C(O[*])CCCCCCCCCCN[*],O=C([*])CCCCCO[*]
[*]NC(C(O)=O)CCC([*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O
[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]C(C(OC(CO[*])=O)C)=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[Na]OS(CC(C)(C)NC(C([*])C[*])=O)(=O)=O
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
COC(C(C[*])([*])C)=O,[*]OC1=C(C([*])=CC=C1C)C
C[Si](O[*])(C)[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC=CCCC(C#N)[*]
[*]C(F)(C(F)([*])F)F,[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]C/C=C\CCC(C=C)[*],OC(C(OC(C1O)CO)C[*])C1O[*]
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(N[*])=O
[*]CC(C1=CC=CC=C1)C/C=C/C[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]O[C@H](C)CC([*])=O
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CCC(CCCC(CCCC(C[*])C)C)C
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,OC(C([*])C[*])=O
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
[*]CC=CCCC(C#N)[*],[*]CCCCO[*]
CC(C=C([*])C=C1C)=C1O[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]NCCCCCCCCCCCC([*])=O
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,CC(O[*])CC([*])=O
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
O=C(N)C([*])C[*],[*]C1=CC=C([*])N1
[*]C(C(O[*])C)=O,[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]C1=CC=C([*])N1
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
O=C1CCCN1C([*])C[*],[*]C(C(CCCCN[*])N)=O
[*]C(C)C[*],CC(CO[*])[*]
O=C([*])C(C)O[*],[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
[*]NC(C(O)=O)CCC([*])=O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],O=C(O[*])CCCCCCCCCCN[*]
[*]CCN[*],[*]CC([*])N1CCCC1=O
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,OC(C(OC(C1O)CO)C[*])C1O[*]
[*]C/C=C(C[*])\Cl,[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]C(C)C[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*]
[*]CCC(CCCCCC)C[*],OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
[*]C(C)C(OCC(O[*])=O)=O,[*]CCC(CCCC(CCCC(C[*])C)C)C
C/C(C[*])=C/C[*],OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO
[*]C([H])([H])C(O)([H])[*],O=C(N)C([*])C[*]
OC1C(OC(C(C1O)O)[*])CO[*],[*]CCCC[*]
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]C/C=C/C[*]
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]C(CCCCC(OCCCCO[*])=O)=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*]
[*]CCC(CCCCCC)C[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]CC([*])N1CCCC1=O,[*]CNCC1=CC=CC([*])=C1O
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*]
[*]C(C)C[*],CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O
[*]CC([*])CC,[*]CCCC(C(O)=O)[*]
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]C(C(OC(O[*])C=O)CO)C=O
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,[*]CCCC(C(O)=O)[*]
[*]CC([*])N1CCCC1=O,[*]CCCC([*])C(OC)=O
[*]C([H])([H])C(O)([H])[*],CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O
[*]C/C=C/C[*],O=C1C([*])C(CC[*])C(O1)=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC=CCCC(C1=CC=CC=C1)[*]
OC1C(OC(C(C1O)O)[*])CO[*],OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
[*]C(CCCCCO[*])=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O
O=C([*])C(C)O[*],[*]C(F)(C(F)([*])F)F
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]CC(O[*])CN=[N+]=[N-]
[*]CNCC1=CC=CC([*])=C1O,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,[*]CCCC[*]
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C/C=C(C[*])\Cl
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
[*]C(CCCCCO[*])=O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O
[*]CCC(CCCCCC)C[*],O=C([*])CCCCC(NCCCCN[*])=O
O=C(N)C([*])C[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]CCC(CCCCCC)C[*]
[*]CCCC([*])C(OC)=O,[*]CC(CC(C#N)[*])C1=CC=CC=C1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C(C(OC(CO[*])=O)C)=O
[*]NCCCCCCCCCCCC([*])=O,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],CC(O[*])CC([*])=O
[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO
[*]CC(C#N)[*],[*]CCCC[*]
